,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
AUC,0.8218931389759938,0.7673900630959454,0.8024538366325011,0.6428036890645586,0.8056764315010337,0.8184354280173043,0.8477018020771337,0.8226090729863109,0.7929911673294027,0.8231908505620712,0.81814354154073,0.7759215913063329,0.8283980675081206,0.8247929771379482,0.8120617514145139,0.8238723961684655,0.8332586992433539,0.8444494731980663,0.8177286816621854,0.811968332156679,0.8338843184616842
PCC,0.7228992593107767,0.6455478200392228,0.7200018803009967,0.31623153020016115,0.6731739804967518,0.6652447080574931,0.6683355159607901,0.7098703072660696,0.6542573611147443,0.689722253767654,0.7239307151955576,0.6641390162289302,0.6819367619259894,0.6878749848260622,0.6714962029461861,0.7432994849595402,0.6794641107069281,0.671782646168804,0.6713573290679419,0.7171345702813854,0.7274428674811058
