5,0.630030535,0.698979592,0.556426332,0.639028213,0.704691142,0.551027397
5,0.689590523,0.713383838,0.61875,0.667832168,0.715347722,0.732638889
5,0.663702477,0.649560117,0.643765903,0.555555556,0.746553885,0.723076923
5,0.656991796,0.640952381,0.6125,0.662227603,0.729885057,0.639393939
5,0.781093335,0.808780842,0.815519126,0.74346301,0.747790781,0.789912917
5,0.698272497,0.646110325,0.708041958,0.754029304,0.725469453,0.657711443
5,0.83450008,0.8875,0.786458333,0.847800926,0.809387755,0.841353383
5,0.779784612,0.896561772,0.696153846,0.805491551,0.754304408,0.746411483
5,0.815974467,0.818263519,0.83735054,0.782063142,0.819444444,0.822750687
5,0.862377668,0.857051956,0.869095806,0.864144673,0.854807444,0.866788463
5,0.821329101,0.81303258,0.829220198,0.829225715,0.829353752,0.805813262
5,0.849573569,0.849042569,0.848964169,0.842587195,0.87016766,0.837106251
5,0.895018306,0.876470588,0.757035647,0.994252874,0.870588235,0.976744186
5,0.813922011,0.835731934,0.816506889,0.80505291,0.811132466,0.801185854
5,0.762985348,0.722222222,0.883516484,0.727777778,0.958333333,0.523076923
5,0.869391999,0.862909582,0.903945773,0.836146313,0.868633649,0.875324675
5,0.879392448,0.85111836,0.885373134,0.896288799,0.893849206,0.870332741
5,0.845246391,0.799076372,0.815732759,0.927262931,0.900441867,0.783718029
5,0.75797348,0.738927739,0.812286325,0.742685475,0.720028011,0.77593985
5,0.836267623,0.847605443,0.849489796,0.798787167,0.864533723,0.820921986
5,0.917639505,0.910027473,0.94197861,0.95212766,0.86631016,0.917753623
5,0.814063329,0.815288056,0.819043192,0.797238757,0.805904483,0.832842158
5,0.690367007,0.988372093,0.493902439,0.493670886,0.988235294,0.487654321
5,0.679558653,0.606707317,0.470238095,0.850609756,0.726190476,0.744047619
5,0.838353949,0.841408735,0.838609626,0.844318182,0.841056126,0.826377077
5,0.803683001,0.819731082,0.787067669,0.798697917,0.831868972,0.781049367
5,0.761504666,0.772296544,0.782349675,0.749703609,0.743702583,0.759470918
5,0.895891089,0.884498228,0.860501567,0.93232884,0.893601979,0.908524833
5,0.727030018,0.727496757,0.784732824,0.692156863,0.603266888,0.827496757
