,1-round,2-round,3-round,4-round,5-round,6-round,7-round,8-round,9-round,10-round,11-round,12-round,13-round,14-round,15-round,16-round,17-round,18-round,19-round,20-round
0,0.8043962813790391,0.8069822803302253,0.8099892446950552,0.8077185323897176,0.8094923274298683,0.8074943280290581,0.8120034405769566,0.8014617696287749,0.807982364093578,0.8070612825081749,0.8132269370860046,0.805720213888749,0.8147972223624607,0.8168469771610933,0.8116460731056531,0.809484644826696,0.8094657435691115,0.8124701733839259,0.809821259631885,0.8124093597459531
